{msg:"acc:	9.4839525	0.509073	2.5396821
mag:	-59.9625	26.456251	-60.750004
gyr:	1.3315413E-4	3.328853E-4	1.9973119E-4"}
{msg:"acc:	9.484252	0.506082	2.5319054
mag:	-59.756252	26.493752	-60.43125
gyr:	-0.0	1.9973119E-4	-1.9973119E-4"}
{msg:"acc:	9.485448	0.51086766	2.5337
mag:	-60.3375	26.7	-60.750004
gyr:	1.3315413E-4	-3.328853E-4	-0.0"}
{msg:"acc:	9.490832	0.5096712	2.5354948
mag:	-59.7	26.081251	-60.3375
gyr:	-6.6577064E-5	5.326165E-4	-1.9973119E-4"}
{msg:"acc:	9.486645	0.5057829	2.5372894
mag:	-60.318752	25.06875	-61.10625
gyr:	1.9973119E-4	2.6630826E-4	-1.3315413E-4"}
{msg:"acc:	9.486645	0.5057829	2.5372894
mag:	-59.68125	26.56875	-60.112503
gyr:	-1.9973119E-4	3.9946238E-4	2.6630826E-4"}
{msg:"acc:	9.490832	0.50787663	2.5399811
mag:	-59.5125	26.343752	-60.281254
gyr:	-6.6577064E-5	5.9919356E-4	3.328853E-4"}
{msg:"acc:	9.487243	0.5096712	2.5372894
mag:	-58.968754	25.931252	-60.037502
gyr:	4.6603946E-4	-1.3315413E-4	1.3315413E-4"}
{msg:"acc:	9.486943	0.5069793	2.5384858
mag:	-59.86875	25.556252	-60.487503
gyr:	-6.6577064E-5	6.6577064E-5	-6.6577064E-5"}
{msg:"acc:	9.48814	0.51176494	2.5354948
mag:	-60.16875	26.343752	-60.506252
gyr:	1.9973119E-4	3.9946238E-4	6.6577064E-5"}
{msg:"acc:	9.480064	0.5099703	2.5378876
mag:	-59.60625	25.800001	-60.412502
gyr:	-6.6577064E-5	-6.6577064E-5	6.6577064E-5"}
{msg:"acc:	9.492926	0.5084748	2.5348964
mag:	-59.175003	25.66875	-60.506252
gyr:	-6.6577064E-5	-0.0	-6.6577064E-5"}
{msg:"acc:	9.489635	0.51146585	2.5387847
mag:	-59.30625	26.306252	-60.45
gyr:	-6.6577064E-5	-2.6630826E-4	6.6577064E-5"}
{msg:"acc:	9.487243	0.51086766	2.5408785
mag:	-60.318752	27.468752	-58.425003
gyr:	3.9946238E-4	-1.9973119E-4	-1.3315413E-4"}
{msg:"acc:	9.485448	0.5132605	2.5402803
mag:	-60.412502	27.337502	-60.768753
gyr:	4.6603946E-4	-2.6630826E-4	4.6603946E-4"}
{msg:"acc:	9.482158	0.5033901	2.542673
mag:	-60.15	26.2875	-59.531254
gyr:	-6.6577064E-5	3.328853E-4	-3.9946238E-4"}
{msg:"acc:	9.483055	0.5084748	2.5408785
mag:	-59.456253	26.325	-60.675003
gyr:	-6.6577064E-5	6.6577064E-5	3.328853E-4"}
