{msg:"acc:	9.486943	0.5087739	2.5429723
mag:	-58.537502	27.843752	-60.675003
gyr:	1.9973119E-4	4.6603946E-4	6.6577064E-5"}
{msg:"acc:	9.494421	0.51206404	2.551048
mag:	-60.24375	27.187502	-59.943752
gyr:	-2.6630826E-4	4.6603946E-4	1.3315413E-4"}
{msg:"acc:	9.490533	0.5093721	2.542673
mag:	-59.456253	26.400002	-60.768753
gyr:	-6.6577064E-5	-1.3315413E-4	1.3315413E-4"}
{msg:"acc:	9.493225	0.5072784	2.5438695
mag:	-58.8375	26.587502	-59.8875
gyr:	-0.0	-1.3315413E-4	6.6577064E-5"}
{msg:"acc:	9.486046	0.5027919	2.5465615
mag:	-59.006252	26.19375	-61.0125
gyr:	-4.6603946E-4	-1.3315413E-4	-3.9946238E-4"}
{msg:"acc:	9.4890375	0.5093721	2.5468607
mag:	-59.60625	26.550001	-59.381252
gyr:	-2.6630826E-4	-3.328853E-4	-1.3315413E-4"}
{msg:"acc:	9.490533	0.51266223	2.545365
mag:	-59.79375	26.925001	-59.9625
gyr:	-2.6630826E-4	6.6577064E-5	1.3315413E-4"}
{msg:"acc:	9.48455	0.5069793	2.545365
mag:	-59.812504	27.2625	-60.131252
gyr:	-6.6577064E-5	-5.9919356E-4	2.6630826E-4"}
{msg:"acc:	9.486345	0.51086766	2.5504498
mag:	-59.41875	26.79375	-60.693752
gyr:	-6.6577064E-5	1.9973119E-4	-6.6577064E-5"}
{msg:"acc:	9.486046	0.5063811	2.5450659
mag:	-59.343754	26.04375	-60.750004
gyr:	5.9919356E-4	1.3315413E-4	2.6630826E-4"}
{msg:"acc:	9.485747	0.5102694	2.547459
mag:	-59.79375	26.831251	-61.0875
gyr:	-6.6577064E-5	-6.6577064E-5	0.0"}
{msg:"acc:	9.48485	0.5084748	2.5438695
mag:	-60.281254	25.931252	-61.36875
gyr:	-6.6577064E-5	6.6577064E-5	6.6577064E-5"}
{msg:"acc:	9.485747	0.51206404	2.5555346
mag:	-59.775	26.7	-60.843754
gyr:	-1.3315413E-4	5.9919356E-4	2.6630826E-4"}
{msg:"acc:	9.499506	0.50428736	2.5486553
mag:	-60.787502	26.831251	-61.068752
gyr:	4.6603946E-4	-3.328853E-4	-2.6630826E-4"}
{msg:"acc:	9.497113	0.50787663	2.5450659
mag:	-59.5125	27.093752	-59.9625
gyr:	0.0	-6.6577064E-5	1.9973119E-4"}
{msg:"acc:	9.486645	0.51445687	2.5459633
mag:	-59.5875	26.19375	-60.750004
gyr:	-2.6630826E-4	-1.3315413E-4	4.6603946E-4"}
{msg:"acc:	9.495618	0.509073	2.5438695
mag:	-58.7625	25.81875	-60.843754
gyr:	1.9973119E-4	6.657706E-4	6.6577064E-5"}
{msg:"acc:	9.490233	0.5132605	2.5549364
mag:	-59.550003	26.062502	-59.943752
gyr:	3.9946238E-4	-6.6577064E-5	6.6577064E-5"}
{msg:"acc:	9.490233	0.5129613	2.5507488
mag:	-59.456253	26.60625	-59.381252
gyr:	-0.0	1.3315413E-4	1.9973119E-4"}
{msg:"acc:	9.495618	0.5102694	2.554039
mag:	-59.2125	26.00625	-61.406254
gyr:	3.328853E-4	3.9946238E-4	3.328853E-4"}
{msg:"acc:	9.499207	0.5099703	2.5486553
mag:	-60.281254	26.75625	-61.800003
gyr:	-1.3315413E-4	-1.9973119E-4	-0.0"}
{msg:"acc:	9.48485	0.51146585	2.5534408
mag:	-59.831253	27.468752	-59.812504
gyr:	1.9973119E-4	1.3315413E-4	6.6577064E-5"}
{msg:"acc:	9.489635	0.5072784	2.5486553
mag:	-60.206253	26.831251	-59.943752
gyr:	1.3315413E-4	1.9973119E-4	-3.9946238E-4"}
{msg:"acc:	9.492028	0.5129613	2.5543382
mag:	-59.550003	26.681252	-60.45
gyr:	1.3315413E-4	-1.9973119E-4	6.6577064E-5"}
{msg:"acc:	9.491131	0.51116675	2.5501506
mag:	-59.343754	25.893751	-60.506252
gyr:	0.0	6.6577064E-5	6.6577064E-5"}
{msg:"acc:	9.492328	0.51086766	2.5495524
mag:	-59.456253	27.075	-60.61875
gyr:	-6.6577064E-5	-0.0	6.6577064E-5"}
{msg:"acc:	9.495318	0.51266223	2.5432713
mag:	-60.187504	25.85625	-61.050003
gyr:	-6.6577064E-5	4.6603946E-4	6.6577064E-5"}
{msg:"acc:	9.490832	0.5102694	2.5486553
mag:	-59.831253	26.718752	-60.112503
gyr:	-1.3315413E-4	-5.326165E-4	-1.3315413E-4"}
{msg:"acc:	9.492028	0.51505506	2.5546372
mag:	-60.2625	26.56875	-60.581253
gyr:	-1.3315413E-4	7.323477E-4	1.3315413E-4"}
{msg:"acc:	9.486046	0.5096712	2.5546372
mag:	-59.30625	27.056252	-59.812504
gyr:	-3.328853E-4	4.6603946E-4	3.328853E-4"}
{msg:"acc:	9.495019	0.5072784	2.556731
mag:	-59.156254	26.212502	-61.425003
gyr:	-3.328853E-4	4.6603946E-4	3.328853E-4"}
{msg:"acc:	9.495019	0.5084748	2.5534408
mag:	-59.775	26.775002	-60.768753
gyr:	-1.3315413E-4	0.0011983871	-5.326165E-4"}
{msg:"acc:	9.494421	0.50787663	2.5582266
mag:	-59.49375	26.737501	-60.206253
gyr:	-1.3315413E-4	6.6577064E-5	-6.6577064E-5"}
{msg:"acc:	9.495019	0.5069793	2.5468607
mag:	-59.775	26.625002	-60.91875
gyr:	-1.3315413E-4	1.3315413E-4	2.6630826E-4"}
{msg:"acc:	9.491729	0.51086766	2.5513473
mag:	-59.60625	26.400002	-61.162502
gyr:	-1.3315413E-4	-6.6577064E-5	-3.9946238E-4"}
{msg:"acc:	9.493524	0.50787663	2.5519454
mag:	-59.30625	26.456251	-59.625004
gyr:	3.328853E-4	-1.3315413E-4	0.0"}
{msg:"acc:	9.492028	0.5075775	2.5555346
mag:	-59.30625	26.456251	-59.625004
gyr:	-6.6577064E-5	-1.9973119E-4	2.6630826E-4"}
{msg:"acc:	9.490233	0.5162515	2.554039
mag:	-60.000004	26.04375	-60.656254
gyr:	-1.3315413E-4	-3.328853E-4	0.0"}
{msg:"acc:	9.493823	0.5096712	2.5642085
mag:	-59.006252	26.212502	-59.550003
gyr:	6.6577064E-5	-3.328853E-4	-0.0"}
{msg:"acc:	9.496515	0.5069793	2.5561328
mag:	-58.968754	26.60625	-59.8875
gyr:	3.328853E-4	3.328853E-4	-1.3315413E-4"}
{msg:"acc:	9.490832	0.5099703	2.5531418
mag:	-59.362503	26.250002	-60.525
gyr:	3.328853E-4	5.9919356E-4	6.6577064E-5"}
{msg:"acc:	9.489336	0.509073	2.5525436
mag:	-58.631252	25.95	-60.375004
gyr:	-6.6577064E-5	-1.3315413E-4	1.9973119E-4"}
{msg:"acc:	9.496216	0.5075775	2.551048
mag:	-59.850002	26.643751	-61.162502
gyr:	1.3315413E-4	1.3315413E-4	2.6630826E-4"}
{msg:"acc:	9.490832	0.5075775	2.5522444
mag:	-59.531254	26.475	-59.475002
gyr:	0.0	-1.9973119E-4	3.328853E-4"}
{msg:"acc:	9.493823	0.509073	2.5552354
mag:	-59.49375	26.737501	-60.206253
gyr:	6.6577064E-5	1.9973119E-4	-6.6577064E-5"}
{msg:"acc:	9.490832	0.5069793	2.5525436
mag:	-58.331253	26.531252	-60.075
gyr:	2.6630826E-4	6.6577064E-5	-2.6630826E-4"}
{msg:"acc:	9.489635	0.5075775	2.5534408
mag:	-59.625004	26.00625	-60.2625
gyr:	3.328853E-4	2.6630826E-4	-3.328853E-4"}
{msg:"acc:	9.487243	0.50488555	2.5513473
mag:	-59.756252	26.643751	-60.600002
gyr:	-3.9946238E-4	-7.9892477E-4	0.0"}
{msg:"acc:	9.492626	0.5054838	2.5558336
mag:	-59.193752	25.875002	-60.35625
gyr:	-3.328853E-4	3.9946238E-4	-2.6630826E-4"}
{msg:"acc:	9.493524	0.5069793	2.5501506
mag:	-59.456253	26.456251	-60.675003
gyr:	-1.3315413E-4	1.9973119E-4	6.6577064E-5"}
{msg:"acc:	9.493225	0.50458646	2.5489542
mag:	-59.9625	27.35625	-59.475002
gyr:	-3.328853E-4	1.9973119E-4	-1.3315413E-4"}
{msg:"acc:	9.490832	0.50817573	2.554039
mag:	-59.268753	26.718752	-59.9625
gyr:	-1.9973119E-4	-1.3315413E-4	-0.0"}
{msg:"acc:	9.497412	0.5099703	2.5555346
mag:	-59.775	26.775002	-60.768753
gyr:	-6.6577064E-5	1.9973119E-4	6.6577064E-5"}
{msg:"acc:	9.493823	0.51086766	2.5501506
mag:	-59.04375	26.7	-59.568752
gyr:	-1.3315413E-4	1.3315413E-4	6.6577064E-5"}
{msg:"acc:	9.490533	0.5099703	2.562414
mag:	-59.343754	26.04375	-60.35625
gyr:	3.9946238E-4	6.6577064E-5	0.0"}
{msg:"acc:	9.490832	0.5084748	2.5504498
mag:	-59.175003	25.81875	-59.943752
gyr:	-1.3315413E-4	-2.6630826E-4	3.9946238E-4"}
{msg:"acc:	9.489635	0.5102694	2.5507488
mag:	-59.5875	27.018751	-60.45
gyr:	6.6577064E-5	-2.6630826E-4	3.328853E-4"}
{msg:"acc:	9.495318	0.51176494	2.5519454
mag:	-59.062504	26.681252	-60.937504
gyr:	-1.9973119E-4	5.9919356E-4	0.0"}
{msg:"acc:	9.4941225	0.50398827	2.5531418
mag:	-60.393753	27.187502	-60.506252
gyr:	3.328853E-4	-3.9946238E-4	-4.6603946E-4"}
{msg:"acc:	9.49143	0.5075775	2.5489542
mag:	-59.100002	26.41875	-60.037502
gyr:	-1.3315413E-4	1.3315413E-4	-1.9973119E-4"}
